teslimat_saati,bolge_yogunlugu,kullanici_gecmis_basarisi,adres_tipi,hafta_sonu_mu,basari_ihtimali,onerilen_yontem,karbon_kazanci_gram
13,26.09,95.48,1,0,75.49,2,364.5
16,35.04,100.0,0,0,70.57,0,375.35
13,49.21,72.91,1,0,40.58,2,818.79
11,25.99,58.4,0,1,45.29,2,754.22
15,52.58,82.26,0,0,46.08,2,661.12
20,29.65,75.9,0,1,53.85,2,634.19
20,78.52,54.82,1,0,15.3,1,1160.78
12,23.43,58.82,0,0,37.95,1,924.32
14,34.64,81.07,0,1,57.64,2,595.5
10,66.17,90.67,0,1,27.18,1,1040.56
23,60.59,65.54,0,0,15.81,1,1145.44
22,34.06,70.62,0,0,33.48,1,976.47
16,73.84,85.37,0,0,22.15,1,1121.18
18,10.94,68.55,0,1,67.37,0,342.73
17,41.5,66.01,0,0,42.47,2,731.45
15,30.94,56.89,1,0,47.45,2,733.5
7,35.08,56.55,0,0,24.48,1,1051.02
13,24.8,100.0,1,0,94.53,2,176.51
16,38.58,68.08,0,0,41.69,2,787.01
16,14.3,99.3,2,0,82.66,0,228.88
12,39.55,100.0,0,0,47.88,2,683.08
21,32.11,68.33,1,0,44.6,2,755.0
10,42.04,79.37,0,1,41.0,2,798.25
14,35.89,74.05,0,0,43.17,2,741.33
16,27.53,39.76,0,0,29.07,1,1031.26
16,17.08,40.96,0,0,32.29,1,905.66
16,48.12,72.98,0,0,44.43,2,753.06
11,31.79,63.5,0,1,54.32,2,589.28
9,54.04,100.0,2,0,36.53,1,881.01
15,26.39,67.27,0,0,47.08,2,744.63
15,18.82,100.0,0,1,80.08,0,205.99
10,11.88,62.47,1,0,66.33,2,449.72
16,28.56,100.0,1,0,79.38,2,344.82
13,73.38,82.13,0,1,23.12,1,1039.24
16,11.91,83.27,1,0,82.24,2,323.64
19,18.05,61.76,0,0,44.0,2,771.37
10,33.51,83.54,0,0,51.26,2,641.54
5,28.42,100.0,0,0,50.36,2,705.11
18,38.48,69.1,0,1,43.3,2,702.23
15,46.71,65.21,0,0,36.49,1,926.33
16,73.0,67.06,0,1,10.85,1,1182.39
19,24.99,100.0,0,0,68.44,0,362.98
18,76.08,89.11,1,1,21.17,1,1082.18
21,66.24,100.0,1,0,34.18,1,978.34
14,29.49,78.27,1,0,65.23,2,482.15
14,65.53,72.79,1,1,26.2,1,1033.3
13,20.05,80.48,2,0,63.89,2,500.16
9,13.11,93.4,2,0,64.34,2,478.41
15,15.64,67.06,2,1,61.18,2,514.94
11,32.68,99.37,0,1,76.43,0,292.1
20,4.92,79.32,0,1,66.83,0,397.25
15,15.93,23.87,0,0,15.68,1,1184.71
15,8.78,89.67,0,0,74.32,0,300.91
12,77.35,46.55,0,0,15.15,1,1161.88
7,26.21,89.18,0,0,54.28,2,651.6
6,57.5,90.03,2,0,22.09,1,1073.8
13,26.08,78.6,0,0,52.49,2,606.98
8,34.16,82.87,0,0,55.44,2,640.12
15,9.85,93.98,0,0,79.86,0,221.38
19,22.92,62.09,1,0,47.5,2,712.0
19,41.02,87.87,0,0,47.72,2,688.57
16,10.01,95.26,0,1,88.02,0,114.58
10,23.96,100.0,2,0,65.43,0,357.88
19,39.25,49.88,1,0,28.16,1,1022.31
19,17.3,80.17,1,0,68.47,2,356.6
10,71.11,52.77,2,0,11.98,1,1245.13
17,32.94,51.92,0,0,42.94,2,795.64
11,48.34,79.18,1,0,41.11,2,759.39
18,31.73,73.55,0,0,53.99,2,679.82
23,47.81,94.9,1,1,31.26,1,1036.68
6,24.78,65.08,0,0,30.38,1,977.24
20,13.13,69.32,0,0,50.11,2,690.97
15,15.21,76.23,0,0,59.11,2,574.73
22,46.78,54.76,0,1,22.84,1,1121.36
13,32.99,57.54,0,0,38.0,1,852.18
19,21.04,94.32,0,1,58.99,2,565.35
8,15.65,61.02,1,1,60.51,2,581.5
12,29.64,95.65,0,0,68.18,0,406.3
8,38.87,84.15,0,0,43.73,2,754.0
22,50.28,41.05,1,0,22.27,1,1124.56
18,50.09,82.61,1,0,50.29,2,683.47
19,63.6,82.45,0,0,25.52,1,1047.2
21,7.88,80.46,0,1,60.28,2,577.53
8,44.9,69.16,1,0,38.45,1,886.77
12,29.86,53.2,0,0,32.5,1,961.5
8,38.45,98.92,0,0,57.95,2,561.0
10,26.76,69.97,0,0,47.36,2,799.67
11,10.79,54.33,2,1,43.54,2,743.28
13,22.73,81.15,0,0,55.99,2,630.03
11,31.27,57.14,0,0,32.97,1,1011.67
9,38.63,53.02,2,0,28.74,1,964.85
10,44.17,64.49,0,1,36.79,1,926.84
9,15.72,58.69,0,0,47.08,2,715.68
22,37.27,53.76,0,0,33.87,1,997.4
17,47.56,88.13,2,1,46.69,2,692.42
22,41.47,69.72,1,1,33.04,1,930.9
13,4.66,97.05,1,0,87.98,2,222.69
11,37.95,54.91,0,0,38.2,1,876.79
18,24.82,37.45,0,1,44.53,2,731.8
12,24.74,74.98,0,1,58.31,2,641.14
11,61.26,100.0,0,0,34.69,1,937.57
11,54.0,82.62,1,0,42.62,2,745.0
9,25.75,100.0,1,0,74.52,2,374.1
11,29.82,78.64,1,0,63.02,2,535.94
12,17.08,76.71,0,0,71.11,0,356.81
16,10.58,28.89,1,0,25.07,1,1031.9
8,57.08,80.56,1,1,30.75,1,932.13
10,68.4,75.37,0,0,23.42,1,1067.44
18,65.73,63.85,1,1,22.77,1,1074.43
9,82.97,69.26,0,0,4.23,1,1279.8
12,47.82,70.64,1,0,38.61,1,925.02
19,30.74,68.4,2,0,35.44,1,941.94
9,43.67,100.0,0,0,63.16,2,526.14
8,40.52,64.58,0,0,38.43,1,878.0
14,47.95,75.39,0,0,46.22,2,777.33
11,35.77,63.92,1,1,51.43,2,628.2
15,37.69,87.67,1,0,61.11,2,531.74
18,50.31,75.54,0,1,35.04,1,915.95
9,17.86,66.4,1,1,69.63,2,453.44
15,54.78,33.48,1,1,19.23,1,1139.1
14,48.45,76.87,2,0,29.42,1,956.85
9,6.76,65.81,0,1,59.86,2,541.16
15,47.97,70.79,0,0,30.51,1,997.29
11,68.49,48.35,2,1,4.14,1,1280.4
14,19.4,100.0,0,0,82.55,0,197.38
8,54.77,89.13,1,0,31.5,1,977.15
13,72.8,100.0,1,1,27.63,1,989.02
12,42.62,94.94,0,0,54.67,2,632.29
18,49.54,83.85,0,0,41.37,2,801.98
8,14.07,49.15,0,0,32.34,1,963.11
13,53.86,100.0,0,0,53.74,2,677.91
13,42.35,53.45,0,1,24.72,1,1075.12
17,60.08,66.63,1,0,21.85,1,1086.63
15,59.64,86.14,0,1,38.79,1,874.86
16,44.64,87.13,0,0,45.11,2,791.34
17,42.42,83.44,0,0,44.72,2,723.48
19,27.36,63.99,0,0,36.44,1,904.53
12,38.16,59.86,0,0,38.71,1,873.19
14,68.7,100.0,0,1,33.99,1,954.01
19,38.93,71.21,0,1,41.69,2,847.33
23,70.27,68.76,0,0,11.4,1,1220.63
19,67.86,57.73,0,0,12.94,1,1185.01
12,22.71,76.89,1,0,64.56,2,510.92
10,35.14,75.96,0,0,54.1,2,591.38
14,23.45,71.68,0,1,65.45,0,408.98
17,63.08,79.63,2,1,33.34,1,1001.06
14,40.35,100.0,1,0,68.15,2,482.09
14,40.74,60.1,0,1,42.31,2,809.24
19,54.23,72.86,0,0,24.1,1,1091.15
12,81.83,59.04,1,0,8.23,1,1229.94
19,80.31,77.89,0,1,17.12,1,1201.96
13,34.67,60.63,0,0,39.02,1,828.46
12,71.05,61.49,0,0,19.49,1,1126.08
13,57.8,42.81,2,0,21.16,1,1034.32
17,54.55,73.96,1,0,41.09,2,735.51
9,86.12,80.6,0,0,5.73,1,1309.33
10,17.5,100.0,0,0,82.56,0,188.52
21,31.21,81.39,0,0,45.78,2,767.96
10,68.37,63.01,0,0,16.04,1,1092.24
15,31.17,44.81,2,0,19.2,1,1116.91
15,49.15,47.57,0,0,24.86,1,1015.18
14,25.6,46.09,2,0,21.94,1,1076.9
16,30.93,100.0,0,1,74.5,0,352.46
11,53.49,77.76,0,1,44.76,2,796.58
14,56.1,60.34,0,0,29.14,1,1015.7
12,28.99,52.8,1,1,43.57,2,709.34
16,55.16,54.88,0,0,32.28,1,926.47
9,34.67,59.81,1,0,44.62,2,749.32
15,54.9,98.33,0,0,40.04,2,775.4
10,40.84,71.4,0,0,42.87,2,785.34
11,47.13,43.05,1,0,34.84,1,982.26
10,38.12,100.0,0,0,56.42,2,573.52
10,12.59,49.2,0,0,36.1,1,889.94
18,33.34,60.18,0,0,43.19,2,726.31
11,45.53,98.2,0,0,52.37,2,643.88
20,35.73,80.3,1,0,48.43,2,700.37
22,79.1,62.6,0,0,2.86,1,1316.31
15,56.87,47.37,2,0,8.64,1,1273.29
9,45.44,52.67,2,0,18.58,1,1138.85
12,45.51,53.87,0,1,38.89,1,881.5
18,9.35,72.14,0,0,65.35,0,416.98
12,46.95,75.82,1,0,34.43,1,939.4
8,54.25,69.03,2,0,30.08,1,987.3
14,25.6,71.22,0,1,61.81,2,517.96
19,25.69,50.99,2,0,36.84,1,871.87
18,16.47,77.86,2,0,56.42,2,607.23
10,19.97,97.61,0,0,76.77,0,263.78
16,94.16,68.74,1,0,5.1,1,1304.5
10,58.2,68.35,0,0,35.58,1,925.25
10,47.1,73.66,1,0,40.09,2,799.38
19,47.69,94.36,0,0,40.66,2,821.65
11,77.78,54.11,0,0,15.5,1,1121.84
11,64.32,100.0,1,0,45.29,2,789.61
0,8.81,80.42,0,0,51.07,2,601.57
19,22.34,72.57,1,0,59.15,2,613.77
18,50.07,96.26,2,1,45.98,2,734.27
15,42.84,48.36,0,1,27.77,1,1001.05
17,41.84,82.44,0,1,46.2,2,681.46
9,14.61,80.61,1,1,73.73,2,377.24
13,33.92,53.29,0,0,32.14,1,959.43
12,53.61,81.21,1,1,38.63,1,892.29
8,26.1,77.67,0,0,50.2,2,720.94
14,12.89,68.43,1,1,74.93,2,383.07
20,59.39,89.26,0,0,33.65,1,955.85
7,12.37,60.56,0,0,40.51,2,804.42
11,56.84,77.41,0,1,39.36,1,867.9
10,38.42,69.37,0,0,44.2,2,743.86
11,36.65,59.71,0,1,42.19,2,770.53
20,56.19,82.06,1,0,32.99,1,972.92
13,30.76,67.85,0,0,52.64,2,620.9
13,65.67,42.54,0,0,20.25,1,1091.83
17,26.48,35.98,0,0,25.53,1,1054.31
9,48.37,87.78,1,1,55.94,2,576.48
14,26.49,47.59,1,1,45.91,2,732.5
13,45.0,77.59,0,1,42.48,2,753.84
15,51.66,73.1,2,1,32.99,1,969.33
23,47.43,64.63,2,0,21.8,1,1129.57
17,15.54,100.0,0,0,78.97,0,236.07
13,60.13,75.59,1,0,35.36,1,948.42
18,62.09,87.11,0,0,38.14,1,898.35
10,51.47,77.7,2,0,33.22,1,939.86
6,24.89,67.37,0,0,37.12,1,904.73
10,34.16,71.62,2,0,49.43,2,725.77
12,53.83,100.0,0,0,44.14,2,745.15
14,30.45,93.76,0,0,67.01,0,435.11
15,47.15,100.0,1,0,55.29,2,612.92
20,11.52,76.43,1,1,67.32,2,429.84
14,38.3,54.46,1,0,38.67,1,881.51
14,66.25,63.19,2,0,20.4,1,1060.5
7,13.46,48.24,1,1,43.77,2,745.28
7,16.6,87.34,1,0,68.49,2,447.46
14,24.73,60.28,0,0,47.7,2,762.11
13,9.36,10.89,0,1,18.7,1,1173.94
19,18.79,100.0,0,0,78.39,0,261.89
10,43.19,60.59,1,0,39.56,1,911.67
6,15.44,60.47,0,0,38.32,1,878.26
13,30.42,100.0,0,0,68.08,0,340.2
11,54.4,47.83,0,0,21.02,1,1113.62
7,14.52,94.73,2,0,64.41,2,517.91
17,48.4,60.25,0,1,33.08,1,924.88
9,65.34,45.52,0,0,19.74,1,1086.29
15,37.51,100.0,0,0,68.83,0,402.23
11,49.2,90.46,0,0,45.45,2,684.13
10,12.35,90.4,0,1,73.15,0,338.89
12,17.25,79.35,0,0,75.84,0,280.53
18,60.19,83.98,0,0,30.17,1,1004.76
13,12.04,47.36,1,0,46.8,2,748.09
17,34.35,74.23,1,0,57.25,2,566.82
9,27.47,53.42,0,0,45.79,2,696.26
17,51.23,44.22,1,0,32.76,1,1000.92
11,44.36,80.22,1,0,47.28,2,710.9
16,68.51,95.16,1,0,38.92,1,892.84
15,71.25,64.33,0,0,19.48,1,1143.53
20,31.49,67.76,0,0,55.49,2,585.24
13,25.86,49.24,1,0,45.66,2,759.17
8,26.82,72.14,0,0,43.99,2,771.35
5,12.14,87.2,0,1,52.35,2,695.91
18,69.27,87.83,0,0,13.86,1,1227.24
14,42.22,82.9,1,1,58.7,2,577.52
17,73.17,59.63,0,0,21.04,1,1120.06
11,24.2,59.0,0,0,48.45,2,699.98
12,8.11,87.91,1,1,81.53,2,305.94
6,15.5,88.24,2,0,40.68,2,757.95
21,34.63,68.56,0,0,42.74,2,760.39
16,35.95,63.48,0,0,49.58,2,631.18
20,59.32,95.34,1,0,38.12,1,888.48
11,85.41,64.8,0,1,15.39,1,1204.98
15,32.71,86.92,1,0,59.16,2,593.37
16,21.47,69.26,1,1,63.86,2,517.04
12,27.74,51.05,0,1,37.36,1,895.64
19,71.1,100.0,0,0,31.94,1,950.46
21,51.69,74.4,0,0,29.65,1,966.64
19,25.96,57.79,1,0,50.74,2,695.66
17,18.87,44.18,0,0,34.31,1,892.26
11,39.47,46.2,0,0,22.62,1,1031.88
11,52.11,64.54,0,0,25.73,1,1068.43
21,39.77,100.0,0,0,51.1,2,673.05
2,17.88,60.31,0,0,36.52,1,913.09
17,35.1,100.0,0,0,61.85,2,544.0
16,7.27,69.38,1,0,66.67,2,540.25
15,34.71,48.38,0,0,36.04,1,919.26
23,18.68,62.54,0,1,21.32,1,1102.96
12,27.82,46.38,1,1,36.52,1,973.52
12,23.79,54.88,1,0,39.33,1,876.09
8,54.04,54.29,1,1,20.15,1,1159.98
13,72.46,33.92,0,0,10.56,1,1160.05
11,33.31,100.0,0,1,69.0,0,337.11
12,33.0,76.22,1,0,54.7,2,603.62
18,71.18,58.27,2,0,21.06,1,1114.8
21,42.6,76.44,2,0,35.47,1,977.55
10,32.91,55.29,1,0,49.83,2,664.29
12,70.08,18.58,0,1,9.4,1,1266.58
20,8.52,100.0,1,0,85.73,2,318.3
8,26.59,75.79,2,0,52.24,2,700.12
8,23.02,60.22,0,0,40.79,2,778.36
10,55.89,33.32,0,0,24.06,1,1087.37
15,67.02,42.12,0,0,12.56,1,1209.46
9,68.93,100.0,0,1,33.98,1,922.41
22,19.2,100.0,0,0,58.72,2,588.15
13,62.01,87.06,2,0,28.93,1,988.68
14,22.93,49.7,2,1,42.56,2,773.06
11,36.28,100.0,2,0,67.01,0,354.57
13,54.34,81.0,0,0,25.51,1,990.94
16,50.55,85.1,0,0,46.16,2,717.51
17,16.68,80.92,1,0,69.69,2,453.21
17,29.41,41.86,0,0,16.59,1,1117.14
15,25.25,48.04,0,0,38.49,1,903.85
20,21.73,61.8,1,0,50.48,2,675.55
18,47.13,84.87,0,1,50.52,2,693.28
17,10.78,44.39,0,0,41.46,2,810.83
8,25.66,68.49,0,1,49.82,2,722.47
1,37.11,68.47,2,0,24.11,1,1078.78
10,18.96,87.85,0,0,72.51,0,321.02
16,39.21,85.49,0,0,55.46,2,620.14
13,64.46,51.8,2,0,23.33,1,1139.91
13,24.02,100.0,0,0,76.2,0,315.18
19,37.27,48.74,0,0,26.45,1,1034.78
20,57.23,93.84,1,1,41.44,2,778.17
20,14.62,61.0,0,0,40.9,2,771.23
12,45.88,75.28,0,0,44.59,2,709.29
16,40.23,76.52,2,0,33.88,1,994.7
11,26.27,75.95,0,1,60.75,2,565.3
10,35.51,85.49,1,0,61.07,2,509.14
10,53.88,79.83,0,0,29.06,1,997.5
12,25.83,87.67,0,1,60.81,2,588.38
13,55.12,81.29,0,1,34.04,1,928.12
18,14.03,46.71,0,0,38.44,1,864.3
9,28.01,77.4,0,0,63.12,2,533.28
17,57.48,60.72,0,0,25.26,1,1066.58
14,12.52,49.81,0,1,48.49,2,684.75
11,35.11,66.2,1,0,53.59,2,618.93
14,41.73,75.66,0,0,49.46,2,700.34
11,34.58,76.99,0,0,50.33,2,642.28
15,70.38,93.12,1,0,26.81,1,1012.12
13,32.94,98.15,0,0,68.31,0,376.63
10,66.21,78.73,2,0,20.51,1,1126.04
9,45.59,82.34,1,0,58.35,2,566.91
14,22.56,73.91,2,1,58.42,2,595.83
20,43.65,87.34,0,1,47.56,2,744.27
12,29.15,81.74,2,1,57.29,2,577.36
17,56.59,70.91,1,1,36.45,1,1009.34
16,64.96,100.0,1,0,36.7,1,952.22
20,63.01,61.08,2,0,20.79,1,1108.69
18,56.14,100.0,1,0,47.03,2,710.14
15,29.04,44.91,2,0,38.37,1,872.92
16,41.05,88.27,0,0,48.57,2,746.97
20,18.15,100.0,1,0,83.57,2,283.46
13,78.83,33.86,0,1,3.61,1,1263.51
12,30.6,74.78,0,0,47.93,2,653.47
2,57.39,86.31,1,0,19.39,1,1120.69
18,10.32,77.04,2,0,64.24,2,513.19
18,40.4,79.56,1,1,52.11,2,627.2
9,10.62,74.72,1,1,82.56,2,243.83
15,73.33,50.12,1,0,16.77,1,1089.89
13,31.8,100.0,0,0,68.94,0,349.92
9,52.39,61.93,0,0,22.43,1,1069.92
22,47.85,80.68,0,1,33.85,1,964.53
10,14.92,59.06,0,0,46.94,2,712.83
8,28.53,26.48,1,1,11.42,1,1244.91
15,34.37,53.51,1,0,40.79,2,808.73
17,6.39,43.05,0,0,34.01,1,957.31
6,49.57,93.83,0,0,22.67,1,1107.37
16,8.34,59.86,0,1,64.1,2,469.24
14,55.63,61.72,0,1,25.95,1,1022.53
9,47.41,50.71,0,1,19.28,1,1190.67
10,64.87,73.88,0,0,21.14,1,1039.12
15,5.41,57.67,0,0,50.94,2,659.73
11,76.82,91.85,2,1,25.84,1,1054.22
21,3.56,78.04,0,0,59.42,2,510.6
18,51.35,60.56,1,1,27.34,1,999.37
22,9.81,89.0,1,0,66.72,2,539.3
11,31.63,72.16,0,1,49.55,2,690.47
22,10.25,72.43,1,1,53.7,2,618.37
13,25.09,42.75,1,0,32.77,1,963.07
12,48.16,70.58,0,0,46.69,2,702.43
7,47.58,78.43,0,0,28.5,1,1059.37
7,29.37,98.67,1,0,66.57,2,451.43
16,65.48,56.96,0,0,27.18,1,1008.2
13,12.25,100.0,0,0,85.88,0,124.72
10,11.11,83.14,0,0,70.13,0,349.55
15,11.06,41.61,0,0,40.85,2,784.6
11,35.31,55.1,1,1,46.18,2,761.66
15,8.11,100.0,1,0,97.08,2,84.5
12,38.99,96.86,1,1,75.57,2,387.68
18,42.62,72.36,0,0,41.77,2,781.3
18,29.55,75.0,2,1,52.48,2,593.51
14,10.89,48.71,1,0,55.19,2,596.0
12,57.14,98.43,1,0,50.25,2,654.05
12,41.82,52.24,0,0,30.4,1,1035.74
18,33.82,88.89,0,1,58.41,2,595.42
12,25.1,99.04,2,0,80.3,0,240.68
10,46.01,72.96,0,0,35.45,1,795.78
8,76.51,91.35,1,1,22.66,1,1020.82
13,24.09,100.0,1,0,86.05,2,269.22
14,20.6,77.36,0,0,64.21,2,532.91
19,15.88,68.49,1,0,67.68,2,445.6
10,40.97,70.66,0,0,41.95,2,777.47
12,53.99,57.14,1,0,28.45,1,1007.35
18,15.64,56.69,2,0,50.8,2,675.46
18,37.86,80.85,2,0,44.53,2,734.44
12,35.23,68.72,1,0,53.34,2,664.4
13,40.87,78.55,0,0,47.42,2,744.13
11,45.4,42.2,1,1,31.22,1,946.58
20,30.05,70.15,1,1,54.63,2,588.55
9,13.97,92.6,0,0,77.65,0,244.28
20,14.66,49.62,0,1,30.8,1,981.88
16,22.77,72.33,1,1,56.15,2,616.84
14,50.87,34.91,0,0,7.95,1,1278.26
7,17.22,45.89,2,1,30.06,1,1018.44
14,41.46,88.15,0,0,39.84,1,882.73
13,41.15,65.81,0,1,39.87,1,878.51
10,86.27,100.0,0,0,14.4,1,1226.65
16,66.35,80.65,2,0,28.71,1,1005.68
22,50.69,82.61,2,0,28.18,1,1029.49
15,29.41,50.47,0,0,40.14,2,807.99
17,31.03,64.3,1,0,50.85,2,664.63
8,44.03,57.35,1,0,28.39,1,1004.31
13,15.62,50.69,1,1,48.88,2,733.16
9,34.5,85.28,1,1,60.25,2,554.27
15,65.86,89.29,0,0,31.63,1,959.88
21,7.88,79.98,0,0,58.39,2,557.2
16,18.3,55.44,0,0,50.63,2,685.16
8,75.7,78.61,0,0,11.46,1,1197.16
12,53.77,33.75,0,1,17.15,1,1154.16
14,54.48,98.46,0,1,48.67,2,701.28
13,50.81,46.04,1,0,30.72,1,968.52
18,16.72,49.59,0,1,34.96,1,888.64
18,49.84,74.31,1,1,41.42,2,752.09
15,22.53,76.08,1,0,67.58,2,442.87
12,51.0,70.55,2,0,39.87,1,841.49
11,26.8,49.8,1,0,39.9,1,884.8
9,77.26,94.67,2,0,16.41,1,1217.01
12,11.91,38.28,0,1,45.54,2,718.18
13,17.87,42.33,1,0,42.26,2,761.33
16,56.88,69.86,0,1,38.5,1,870.5
16,33.94,46.72,1,0,27.9,1,1040.94
8,43.57,96.45,0,1,51.18,2,678.62
13,52.99,48.44,1,0,19.63,1,1113.96
10,41.4,100.0,0,0,52.07,2,618.74
9,23.18,92.7,0,0,74.13,0,281.45
18,26.7,96.7,1,1,85.13,2,263.71
7,16.88,100.0,2,1,64.35,2,514.46
13,57.22,73.62,0,0,38.66,1,885.61
10,60.06,51.74,2,0,16.75,1,1168.91
19,17.34,69.94,0,0,50.68,2,635.17
14,33.15,60.67,1,1,46.66,2,729.19
11,71.98,57.82,2,0,13.37,1,1197.05
14,41.18,75.02,0,0,50.51,2,645.11
17,60.63,65.77,0,0,20.69,1,1083.63
21,26.7,56.96,0,0,33.8,1,965.16
10,49.85,67.09,0,0,27.69,1,983.59
19,49.98,82.98,1,1,52.57,2,723.13
20,77.1,91.13,1,1,20.07,1,1125.84
20,12.41,39.94,2,1,25.91,1,1037.35
15,87.29,65.94,0,0,6.95,1,1259.07
15,68.7,69.17,0,0,25.89,1,1062.91
13,40.97,48.35,0,1,33.29,1,938.21
17,54.57,69.61,2,0,25.58,1,1031.9
14,31.54,74.96,0,0,49.32,2,731.74
16,56.51,82.38,2,0,24.97,1,1036.24
13,18.71,73.54,0,0,60.47,2,558.39
17,44.01,54.38,1,0,39.91,1,848.32
18,43.53,100.0,0,1,56.39,2,611.1
9,64.2,88.58,2,1,33.15,1,969.61
18,29.28,83.05,1,0,61.7,2,590.15
14,16.51,92.1,1,0,79.1,2,302.67
19,73.4,76.89,1,0,23.65,1,1022.8
13,49.32,97.73,0,0,61.27,2,536.79
12,35.21,73.14,0,1,52.47,2,631.84
20,39.35,72.03,1,0,41.18,2,785.35
11,67.51,84.7,0,0,25.77,1,1056.36
19,31.23,100.0,1,0,77.63,2,416.45
14,37.91,100.0,1,1,73.25,2,387.47
14,37.79,83.86,0,0,48.34,2,633.64
12,43.81,82.33,1,0,50.58,2,665.89
15,45.49,85.92,1,0,52.6,2,659.34
12,76.95,91.71,1,0,25.6,1,1013.7
7,58.19,97.97,1,0,45.86,2,736.64
11,25.72,67.27,0,1,58.85,2,577.97
1,20.81,98.36,2,0,50.06,2,687.03
22,19.43,78.86,0,0,44.27,2,772.53
21,56.79,85.02,2,1,33.23,1,948.79
13,41.0,99.64,0,0,55.75,2,627.48
17,30.86,86.94,0,1,68.02,0,329.78
12,63.26,90.32,1,0,35.49,1,895.31
16,66.24,64.21,0,0,24.13,1,1050.2
18,5.54,100.0,2,1,97.83,0,0.0
21,19.01,85.91,0,0,65.38,0,415.59
13,47.03,74.52,0,0,40.63,2,782.13
18,31.75,94.02,0,1,64.79,2,488.88
11,29.05,100.0,0,1,74.1,0,337.28
23,34.4,48.62,1,0,18.88,1,1125.95
6,58.35,55.93,0,0,18.97,1,1089.84
15,63.19,100.0,0,0,26.14,1,1018.25
16,33.66,80.53,0,1,60.94,2,571.37
16,49.55,75.82,0,1,43.82,2,760.14
9,35.22,69.69,0,0,45.64,2,768.23
21,23.22,96.17,1,0,70.44,2,460.14
10,46.19,100.0,1,1,62.07,2,523.45
15,16.53,58.7,1,0,45.02,2,782.77
10,51.21,70.06,2,0,34.89,1,976.89
12,63.87,64.99,2,0,20.31,1,1052.7
14,22.1,86.66,0,0,75.08,0,300.02
13,42.32,96.45,0,1,60.38,2,538.99
10,55.45,100.0,2,1,43.25,2,753.14
10,61.94,87.33,1,0,38.57,1,862.64
13,58.12,100.0,0,1,39.1,1,852.56
17,69.91,60.5,1,0,17.77,1,1163.79
20,32.42,55.31,2,1,32.46,1,925.48
8,37.9,100.0,1,0,56.55,2,604.21
13,13.65,74.46,0,1,64.63,2,463.99
9,27.42,44.48,2,0,27.64,1,1056.38
5,59.02,65.68,2,0,17.18,1,1144.78
16,29.62,77.11,0,1,68.58,0,399.45
15,68.04,59.08,2,0,15.37,1,1171.46
10,55.86,51.71,2,1,18.18,1,1124.21
11,90.92,67.85,0,0,5.4,1,1287.28
6,28.75,50.71,1,0,35.33,1,971.28
18,58.86,84.7,0,1,44.45,2,719.63
22,54.66,33.12,1,0,21.31,1,1017.8
9,37.27,73.81,2,0,41.97,2,752.7
11,26.34,82.39,0,0,63.9,2,476.94
19,39.56,70.19,0,0,32.93,1,983.87
20,16.09,93.86,2,0,62.03,2,530.35
13,48.3,44.59,2,0,15.17,1,1192.78
7,42.55,57.98,0,0,30.68,1,982.81
7,47.03,65.4,2,0,26.69,1,1029.97
15,37.18,86.25,0,1,58.03,2,588.59
13,31.02,76.37,0,0,48.45,2,743.02
6,35.68,100.0,1,0,53.78,2,640.25
15,15.87,55.88,1,0,39.68,1,907.1
3,55.2,44.1,1,0,13.95,1,1213.91
18,33.65,100.0,0,0,65.82,0,405.26
12,57.12,43.38,0,0,8.49,1,1245.85
7,31.39,85.66,2,1,49.13,2,679.14
15,39.9,52.43,0,1,32.22,1,1001.86
13,20.28,30.61,0,0,27.21,1,995.25
22,79.12,64.5,1,0,20.37,1,1083.89
14,69.09,89.99,1,0,32.22,1,955.1
11,52.46,47.56,0,0,27.47,1,985.86
16,65.73,83.52,0,1,36.96,1,888.74
11,48.85,87.26,2,1,44.64,2,778.46
20,30.86,46.57,2,0,21.75,1,1108.56
12,33.95,67.44,0,1,38.57,1,874.53
14,35.94,100.0,1,1,75.86,2,393.81
7,27.44,85.01,0,0,50.43,2,737.29
13,25.84,66.77,1,0,60.89,2,558.72
18,59.33,80.31,0,1,31.91,1,1009.64
18,26.84,58.29,1,0,46.84,2,743.44
10,21.68,94.27,0,1,71.73,0,330.4
10,33.9,94.27,0,0,60.59,2,558.81
18,82.0,74.42,2,0,7.34,1,1277.71
20,27.71,76.61,0,0,45.59,2,710.59
8,73.56,52.02,1,0,12.6,1,1120.54
13,6.66,44.96,0,0,38.93,1,857.81
12,11.03,64.47,0,1,73.37,0,254.8
19,77.91,70.25,0,1,18.85,1,1101.3
8,56.54,93.25,0,1,41.59,2,729.66
10,81.52,90.45,0,0,16.16,1,1182.47
17,66.29,75.7,1,0,28.6,1,971.38
7,49.73,95.81,1,0,42.89,2,781.69
14,26.81,53.13,2,0,48.12,2,725.57
13,77.18,93.55,0,0,20.8,1,1121.46
12,50.52,56.19,0,0,24.79,1,996.53
13,28.92,96.79,0,0,65.03,0,453.3
14,24.62,71.73,2,0,50.34,2,688.51
10,12.84,32.03,0,0,35.03,1,953.81
15,64.21,86.6,0,0,36.43,1,967.69
18,12.91,88.19,0,1,76.86,0,301.51
17,78.52,62.87,0,1,10.27,1,1191.23
9,59.79,64.57,0,0,32.2,1,983.23
9,65.9,68.81,0,1,35.14,1,883.15
11,48.46,33.5,0,0,16.54,1,1149.63
